Modelo,Clasificación
"Opel Crossland X (MY19.5) DESIGN LINE - 120 ANIVERSARIO 1.5 DIE MT6 S/S 102cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.2 GAS MT5 81cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.2 GAS MT5 81cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.2 GAS MT6 S/S 110cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.2 GAS MT6 S/S 110cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.5 DIE MT6 S/S 102cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION 1.5 DIE MT6 S/S 102cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION-PRO 1.2 GAS MT5 81cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) EDITION-PRO 1.2 GAS MT5 81cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.2 GAS AT6 S/S 110cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.2 GAS AT6 S/S 110cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.2 GAS MT6 S/S 130cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.2 GAS MT6 S/S 130cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.5 DIE AT6 S/S 120cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.5 DIE AT6 S/S 120cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.5 DIE MT6 S/S 102cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) INNOVATION 1.5 DIE MT6 S/S 102cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) ULTIMATE 1.2 GAS AT6 S/S 110cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) ULTIMATE 1.2 GAS AT6 S/S 110cv MY19,5",Clasificación: D
"Opel Crossland X (MY19.5) ULTIMATE 1.5 DIE AT6 S/S 120cv MY 19,5",Clasificación: D
"Opel Crossland X (MY19.5) ULTIMATE 1.5 DIE AT6 S/S 120cv MY19,5",Clasificación: D
Opel Crossland X (MY20.0) Design Line - 120 Aniversario 1.2 GAS MT6 S/S 110 CV,Clasificación: D
Opel Crossland X (MY20.0) Design Line - 120 Aniversario 1.5 DIE MT6 S/S 102 CV,Clasificación: C
Opel Crossland X (MY20.0) Edition 1.2 GAS MT5 S/S 81 CV,Clasificación: D
Opel Crossland X (MY20.0) Edition 1.2 GAS MT6 S/S 110 CV,Clasificación: D
Opel Crossland X (MY20.0) Edition 1.5 DIE MT6 S/S 102 CV,Clasificación: C
Opel Crossland X (MY20.0) Innovation 1.2 GAS AT6 S/S 130 CV,Clasificación: D
Opel Crossland X (MY20.0) Innovation 1.2 GAS MT6 S/S 130 CV,Clasificación: C
Opel Crossland X (MY20.0) Innovation 1.5 DIE AT6 S/S 120 CV,Clasificación: D
Opel Crossland X (MY20.0) Innovation 1.5 DIE MT6 S/S 102 CV,Clasificación: C
Opel Crossland X (MY20.5) Edition 1.2 GAS MT5 S/S 81 CV,Clasificación: D
Opel Crossland X (MY20.5) Edition 1.2 GAS MT6 S/S 110 CV,Clasificación: D
Opel Crossland X (MY20.5) Edition 1.5 DIE MT6 S/S 102 CV,Clasificación: C
Opel Crossland X (MY20.5) Innovation 1.2 GAS AT6 S/S 130 CV,Clasificación: D
Opel Crossland X (MY20.5) Innovation 1.2 GAS MT6 S/S 130 CV,Clasificación: C
Opel Crossland X (MY20.5) Innovation 1.5 DIE AT6 S/S 120 CV,Clasificación: D
Opel Crossland X (MY20.5) Innovation 1.5 DIE MT6 S/S 102 CV,Clasificación: C
Opel Crossland X (MY20.5) Opel 2020 1.2 GAS MT6 S/S 110 CV,Clasificación: D
Opel Crossland X (MY20.5) Opel 2020 1.5 DIE MT6 S/S 102 CV,Clasificación: C
"Opel Grandland (MY22.0) Business edition 1,2 Turbo 130cv S/S MT6",Clasificación: D
Opel Grandland (MY22.0) Business edition 1.5 CDTi 130 cv S/S AT8,Clasificación: E
"Opel Grandland (MY22.0) GS line 1,2 Turbo 130cv S/S MT6",Clasificación: D
Opel Grandland (MY22.0) GS line 1.2 Turbo 130 cv S/S AT8,Clasificación: D
Opel Grandland (MY22.0) GS line 1.5 CDTi 130 cv S/S AT8,Clasificación: E
"Opel Grandland (MY22.0) Ultimate 1,2 Turbo 130cv S/S MT6",Clasificación: D
Opel Grandland (MY22.0) Ultimate 1.2 Turbo 130 cv S/S AT8,Clasificación: D
Opel Grandland (MY22.0) Ultimate 1.5 CDTi 130 cv S/S AT8,Clasificación: E
"Opel Grandland (MY23.0) Desing & Tech 1,2 Turbo S/S MT6 130 cv",Clasificación: C
Opel Grandland (MY23.0) Desing & Tech 1.5CDTi S/S AT8 130 cv,Clasificación: D
"Opel Grandland (MY23.0) GS 1,2 Turbo S/S MT6 130 cv",Clasificación: C
Opel Grandland (MY23.0) GS 1.2 Turbo S/S AT8 130 cv,Clasificación: C
Opel Grandland (MY23.0) GS 1.5CDTi S/S AT8 130 cv,Clasificación: D
Opel Grandland (MY24.0) GS 1.2T XHT Hybrid eDCT6 S/S 136 CV (100kW),Clasificación: B
Opel Grandland (MY24.0) GS 1.2T XHT MT6 S/S 130 CV (96kW),Clasificación: C
Opel Grandland (MY24.0) GS 1.5D DTH AT8 S/S 130 CV (96kW),Clasificación: D
Opel Grandland (MY24.0) GS 1.6T Plug-in Hybrid AT8 S/S 4X2 225 CV (165kW),Clasificación: A
Opel Grandland (MY24.0) GSe 1.6T Plug-in Hybrid AT8 S/S 4X4 300 CV (221kW),Clasificación: A
Opel Grandland PHEV (MY22.0) Business edition 1.6 Turbo AT8 4x2 225cv,Clasificación: A
Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo AT8 4x2 225cv,Clasificación: A
Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo AT8 4x4 300cv,Clasificación: A
Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo AT8 4x2 225cv,Clasificación: A
Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo AT8 4x4 300cv,Clasificación: A
Opel Grandland PHEV (MY23.0) GS 1.6 Turbo AT8 4x2 225 cv,Clasificación: A
Opel Grandland PHEV (MY23.0) Gse 1.6 Turbo AT8 4x4 300 cv,Clasificación: A
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv (MY19.0)",Clasificación: C
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv (MY19.0)",Clasificación: C
Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1.2 Turbo S/S AT8 130 cv (MY19.0),Clasificación: C
Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1.5 CDTi S/S AT8 130 cv (MY19.0),Clasificación: C
"Opel Grandland X (MY19.0) SELECTIVE 1,2 Turbo S/S MT6 130 cv (MY19.0)",Clasificación: C
"Opel Grandland X (MY19.0) SELECTIVE 1,5 CDTi S/S MT6 130 cv (MY19.0)",Clasificación: C
"Opel Grandland X (MY19.0) SELECTIVE PRO 1,5 CDTi S/S MT6 130 cv (MY19.0)",Clasificación: C
"Opel Grandland X (MY19.0) ULTIMATE 1,2 Turbo S/S MT6 130 cv (MY19.0)",Clasificación: C
"Opel Grandland X (MY19.0) ULTIMATE 1,6 Turbo S/S AT8 180 cv (MY19.0)",Clasificación: D
Opel Grandland X (MY19.0) ULTIMATE 1.2 Turbo S/S AT8 130 cv (MY19.0),Clasificación: C
Opel Grandland X (MY19.0) ULTIMATE 1.5CDTi S/S AT8 130 cv (MY19.0),Clasificación: C
"Opel Grandland X (MY19.0) ULTIMATE 2,0 CDTi S/S AT8 180 cv (MY19.0)",Clasificación: E
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv MY 19,5",Clasificación: C
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv MY19,5",Clasificación: C
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1.2 Turbo S/S AT8 130 cv MY 19,5",Clasificación: C
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1.2 Turbo S/S AT8 130 cv MY19,5",Clasificación: C
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1.5 CDTi S/S AT6 130 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1.5 CDTi S/S AT6 130 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) SELECTIVE 1,2 Turbo S/S MT6 130 cv MY 19,5",Clasificación: C
"Opel Grandland X (MY19.5) SELECTIVE 1,2 Turbo S/S MT6 130 cv MY19,5",Clasificación: C
"Opel Grandland X (MY19.5) SELECTIVE 1,5 CDTi S/S MT6 130 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) SELECTIVE 1,5 CDTi S/S MT6 130 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) SELECTIVE PRO 1,5 CDTi S/S MT6 130 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) SELECTIVE PRO 1,5 CDTi S/S MT6 130 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) ULTIMATE 1,2 Turbo S/S MT6 130 cv MY 19,5",Clasificación: C
"Opel Grandland X (MY19.5) ULTIMATE 1,2 Turbo S/S MT6 130 cv MY19,5",Clasificación: C
"Opel Grandland X (MY19.5) ULTIMATE 1,6 Turbo S/S AT8 180 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) ULTIMATE 1,6 Turbo S/S AT8 180 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) ULTIMATE 1.2 Turbo S/S AT8 130 cv MY 19,5",Clasificación: C
"Opel Grandland X (MY19.5) ULTIMATE 1.2 Turbo S/S AT8 130 cv MY19,5",Clasificación: C
"Opel Grandland X (MY19.5) ULTIMATE 1.5CDTi S/S AT6 130 cv MY 19,5",Clasificación: D
"Opel Grandland X (MY19.5) ULTIMATE 1.5CDTi S/S AT6 130 cv MY19,5",Clasificación: D
"Opel Grandland X (MY19.5) ULTIMATE 2,0 CDTi S/S AT8 180 cv MY 19,5",Clasificación: E
"Opel Grandland X (MY19.5) ULTIMATE 2,0 CDTi S/S AT8 180 cv MY19,5",Clasificación: E
"Opel Grandland X (MY20.0) Design Line - 120 Aniversario 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.0) Design Line - 120 Aniversario 1,5 CDTi S/S MT6 130 CV",Clasificación: C
Opel Grandland X (MY20.0) Design Line - 120 Aniversario 1.2 Turbo S/S AT8 130 CV,Clasificación: C
Opel Grandland X (MY20.0) Design Line - 120 Aniversario 1.5 CDTi S/S AT8 130 CV,Clasificación: D
"Opel Grandland X (MY20.0) Selective 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.0) Selective 1,5 CDTi S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.0) Ultimate 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.0) Ultimate 1,6 Turbo S/S AT8 180 CV",Clasificación: D
Opel Grandland X (MY20.0) Ultimate 1.2 Turbo S/S AT8 130 CV,Clasificación: C
Opel Grandland X (MY20.0) Ultimate 1.5CDTi S/S AT8 130 CV,Clasificación: D
"Opel Grandland X (MY20.0) Ultimate 2,0 CDTi S/S AT8 180 CV",Clasificación: E
"Opel Grandland X (MY20.5) Opel 2020 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.5) Opel 2020 1,5 CDTi S/S MT6 130 CV",Clasificación: C
Opel Grandland X (MY20.5) Opel 2020 1.2 Turbo S/S AT8 130 CV,Clasificación: C
Opel Grandland X (MY20.5) Opel 2020 1.5 CDTi S/S AT8 130 CV,Clasificación: D
"Opel Grandland X (MY20.5) Selective 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.5) Selective 1,5 CDTi S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.5) Ultimate 1,2 Turbo S/S MT6 130 CV",Clasificación: C
"Opel Grandland X (MY20.5) Ultimate 1,6 Turbo S/S AT8 180 CV",Clasificación: D
Opel Grandland X (MY20.5) Ultimate 1.2 Turbo S/S AT8 130 CV,Clasificación: C
Opel Grandland X (MY20.5) Ultimate 1.5CDTi S/S AT8 130 CV,Clasificación: D
Opel Grandland X (MY21.0) Design Line 1.2 Turbo S/S MT6 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Design Line 1.5 CDTi S/S MT6 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Edition 1.2 Turbo S/S MT6 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Edition 1.5 CDTi S/S MT6 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Ultimate 1.2 Turbo S/S AT8 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Ultimate 1.2 Turbo S/S MT6 130 CV (96KW),Clasificación: C
Opel Grandland X (MY21.0) Ultimate 1.5CDTi S/S AT8 130 CV (96KW),Clasificación: D
Opel Grandland X (MY21.0) Ultimate 1.6 Turbo S/S AT8 180 CV (133KW),Clasificación: D
Opel Grandland X PHEV (MY20.5) Selective 1.6 Turbo AT8 4X2 225 CV,Clasificación: A
Opel Grandland X PHEV (MY20.5) Ultimate 1.6 Turbo AT8 4X2 225 CV,Clasificación: A
Opel Grandland X PHEV (MY20.5) Ultimate 1.6 Turbo AT8 4X4 300 CV,Clasificación: A
Opel Grandland X PHEV (MY21.0) Edition 1.6 Turbo AT8 4X2 225 CV (165KW),Clasificación: A
Opel Grandland X PHEV (MY21.0) Ultimate 1.6 Turbo AT8 4X2 225 CV (165KW),Clasificación: A
Opel Grandland X PHEV (MY21.0) Ultimate 1.6 Turbo AT8 4X4 300 CV (221KW),Clasificación: A
Opel Insignia CT (MY19.0) COUNTRY TOURER 1.6 Turbo SHT Start & Stop TURBO 200 CV AT6 (MY19.0),Clasificación: C
Opel Insignia CT (MY19.0) COUNTRY TOURER 2.0 CDTI BITURBO Start & Stop 4x4 210 CV AT8 (MY19.0),Clasificación: F
Opel Insignia CT (MY19.0) COUNTRY TOURER 2.0 CDTI Start & Stop TURBO D 170 CV AT8 (MY19.0),Clasificación: D
Opel Insignia CT (MY19.0) COUNTRY TOURER 2.0 CDTI Start & Stop TURBO D 4x4 170 CV 6V (MY19.0),Clasificación: D
"Opel Insignia CT (MY19.5) COUNTRY TOURER 1.6 Turbo SHT Start & Stop TURBO LWC 200 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia CT (MY19.5) COUNTRY TOURER 2.0 CDTI BITURBO Start & Stop 4x4 LFO 210 CV AT8 MY 19,5",Clasificación: F
"Opel Insignia CT (MY19.5) COUNTRY TOURER 2.0 CDTI Start & Stop TURBO D 4x4 LFS 170 CV 6V MY 19,5",Clasificación: D
"Opel Insignia CT (MY19.5) COUNTRY TOURER 2.0 CDTI Start & Stop TURBO D LFS 170 CV AT8 MY 19,5",Clasificación: D
Opel Insignia GS (MY19.0) GSI 2.0 CDTI BITURBO Start & Stop 4x4 210 CV AT8 (MY19.0),Clasificación: F
Opel Insignia GS (MY19.0) INNOVATION 1.5 Turbo XFT Start & Stop TURBO 165 CV 6V (MY19.0),Clasificación: B
Opel Insignia GS (MY19.0) INNOVATION 1.5 Turbo XFT Start & Stop TURBO 165 CV AT6 (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) INNOVATION 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) INNOVATION 1.6 CDTI Start & Stop TURBO D 136cv AT6 (MY19.0),Clasificación: D
Opel Insignia GS (MY19.0) INNOVATION 1.6 Turbo SHT Start & Stop TURBO 200 CV AT6 (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 170 CV 6V (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 170cv AT8 (MY19.0),Clasificación: D
Opel Insignia GS (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 4x4 170 CV 6V (MY19.0),Clasificación: D
Opel Insignia GS (MY19.0) SELECTIVE 1.5 Turbo XFL Start & Stop 140 CV 6V (MY19.0),Clasificación: B
Opel Insignia GS (MY19.0) SELECTIVE 1.6 CDTi Start & Stop ecoTEC D 110 cv 6V (MY19.0),Clasificación: B
Opel Insignia GS (MY19.0) SELECTIVE 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) SELECTIVE PRO 1.6 CDTi Start & Stop ecoTEC D 110 cv 6V (MY19.0),Clasificación: B
Opel Insignia GS (MY19.0) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia GS (MY19.0) SELECTIVE PRO 1.6 CDTI Start & Stop TURBO D 136cv AT6 (MY19.0),Clasificación: D
"Opel Insignia GS (MY19.5) 120 ANIVERSARIO 1.5 Turbo XFL Start & Stop LFV 140 CV 6V MY 19,5",Clasificación: B
"Opel Insignia GS (MY19.5) 120 ANIVERSARIO 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) GSI 2.0 CDTI BITURBO Start & Stop 4x4 LFO 210 CV AT8 MY 19,5",Clasificación: F
"Opel Insignia GS (MY19.5) INNOVATION 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV 6V MY 19,5",Clasificación: B
"Opel Insignia GS (MY19.5) INNOVATION 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) INNOVATION 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) INNOVATION 1.6 CDTI Start & Stop TURBO D LVL 136cv AT6 MY 19,5",Clasificación: D
"Opel Insignia GS (MY19.5) INNOVATION 1.6 Turbo SHT Start & Stop TURBO LWC 200 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D 4x4 LFS 170 CV 6V MY 19,5",Clasificación: D
"Opel Insignia GS (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D LFS 170 CV 6V MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D LFS 170cv AT8 MY 19,5",Clasificación: D
"Opel Insignia GS (MY19.5) SELECTIVE 1.5 Turbo XFL Start & Stop LFV 140 CV 6V MY 19,5",Clasificación: B
"Opel Insignia GS (MY19.5) SELECTIVE 1.6 CDTi Start & Stop ecoTEC D LXO 110 cv 6V MY 19,5",Clasificación: B
"Opel Insignia GS (MY19.5) SELECTIVE 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) SELECTIVE PRO 1.6 CDTi Start & Stop ecoTEC D LXO 110 cv 6V MY 19,5",Clasificación: B
"Opel Insignia GS (MY19.5) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) SELECTIVE PRO 1.6 CDTI Start & Stop TURBO D LVL 136cv AT6 MY 19,5",Clasificación: D
"Opel Insignia GS (MY19.5) ULTIMATE 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) ULTIMATE 1.6 Turbo SHT Start & Stop TURBO LWC 200 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia GS (MY19.5) ULTIMATE 2.0 CDTI BITURBO Start & Stop 4x4 LFO 210 CV AT8 MY 19,5",Clasificación: F
"Opel Insignia GS (MY19.5) ULTIMATE 2.0 CDTI Start & Stop TURBO D LFS 170cv AT8 MY 19,5",Clasificación: D
Opel Insignia GS (MY20.0) 120 Aniversario 1.5 Turbo XFL Start & Stop LFV 140 CV (103kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) 120 Aniversario 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Innovation 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Innovation 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) AT6,Clasificación: B
Opel Insignia GS (MY20.0) Innovation 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100 kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Innovation 1.6 CDTI Start & Stop TURBO D LVL 136 CV (100kW) AT6,Clasificación: C
Opel Insignia GS (MY20.0) Selective 1.5 Turbo XFL Start & Stop LFV 140 CV (103kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Selective 1.6 CDTi Start & Stop ecoTEC D LXO 110 CV (81kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Selective 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100kW) 6V,Clasificación: B
Opel Insignia GS (MY20.0) Ultimate 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) AT6,Clasificación: B
Opel Insignia GS (MY20.0) Ultimate 2.0 CDTI Start & Stop TURBO D LFS 170 CV (125kW) AT8,Clasificación: C
Opel Insignia GS (MY21.0) Business Edition 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY21.0) Business Edition 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: A
Opel Insignia GS (MY21.0) Business Elegance 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY21.0) Business Elegance 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY21.0) Business Elegance 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia GS (MY21.0) Business Elegance 2.0D DVH MT6 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia GS (MY21.0) Business Elegance 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia GS (MY21.0) Business Elegance 2.0T SHT AT9 S/S 200 CV (149 kW),Clasificación: C
Opel Insignia GS (MY21.0) Edition 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: A
Opel Insignia GS (MY21.0) GS Line 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY21.0) GS Line 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY21.0) GS Line 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia GS (MY21.0) GS Line Plus 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia GS (MY21.0) GS Line Plus 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia GS (MY21.0) GS Line Plus 2.0T SHT AT9 S/S 200 CV (149 kW),Clasificación: C
Opel Insignia GS (MY22.0) Business 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY22.0) Business 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: A
Opel Insignia GS (MY22.0) Business 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia GS (MY22.0) Business 2.0D DVH MT6 S/S 174 CV (130 kW),Clasificación: A
Opel Insignia GS (MY22.0) Business 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia GS (MY22.0) Edition 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia GS (MY22.0) Edition 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: A
Opel Insignia GS (MY22.0) GS Line 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia GS (MY22.0) GS Line 2.0D DVH MT6 S/S 174 CV (130 kW),Clasificación: A
Opel Insignia GS (MY22.0) GS Line 2.0T SHT AT9 S/S 200 CV (149 kW),Clasificación: C
Opel Insignia GS (MY22.0) GSi 2.0T SHT AT9 4x4 S/S 230 CV (169 kW),Clasificación: D
Opel Insignia ST (MY19.0) GSI 2.0 CDTI BITURBO Start & Stop 4x4 210 CV AT8 (MY19.0),Clasificación: F
Opel Insignia ST (MY19.0) INNOVATION 1.5 Turbo XFT Start & Stop TURBO 165 CV 6V (MY19.0),Clasificación: B
Opel Insignia ST (MY19.0) INNOVATION 1.5 Turbo XFT Start & Stop TURBO 165 CV AT6 (MY19.0),Clasificación: B
Opel Insignia ST (MY19.0) INNOVATION 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) INNOVATION 1.6 CDTi Start & Stop TURBO D 136 CV AT6 (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) INNOVATION 1.6 Turbo SHT Start & Stop TURBO 200 CV AT6 (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 170 CV 6V (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 170 CV AT8 (MY19.0),Clasificación: D
Opel Insignia ST (MY19.0) INNOVATION 2.0 CDTI Start & Stop TURBO D 4x4 170 CV 6V (MY19.0),Clasificación: D
Opel Insignia ST (MY19.0) SELECTIVE 1.5 Turbo XFL Start & Stop 140 CV 6V (MY19.0),Clasificación: B
Opel Insignia ST (MY19.0) SELECTIVE 1.6 CDTi Start & Stop ecoTEC D 110 CV 6V (MY19.0),Clasificación: B
Opel Insignia ST (MY19.0) SELECTIVE 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) SELECTIVE PRO 1.6 CDTi Start & Stop ecoTEC D 110 CV 6V (MY19.0),Clasificación: B
Opel Insignia ST (MY19.0) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D 136 CV 6V (MY19.0),Clasificación: C
Opel Insignia ST (MY19.0) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D 136 CV AT6 (MY19.0),Clasificación: C
"Opel Insignia ST (MY19.5) 120 ANIVERSARIO 1.5 Turbo XFL Start & Stop LFV 140 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) 120 ANIVERSARIO 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) GSI 2.0 CDTI BITURBO Start & Stop 4x4 LFO 210 CV AT8 MY 19,5",Clasificación: F
"Opel Insignia ST (MY19.5) INNOVATION 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) INNOVATION 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV AT6 MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) INNOVATION 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: B
